notes,cards
"- What is the priority inversion problem? 
A thread that is busy-waiting for a lock to be released ends up stealing CPU and getting a higher priority than the thread with the lock. So since the waiting thread gets higher priority, the thread holding the lock can't complete and release the lock.

- What is busy-waiting? 
One or more threads is using a lot of CPU by continuously checking a value, or test&set() checking and writing a value waiting for a lock to release, thus stealing CPU from the thread holding the lock.

- What is a semaphore? 
A semaphore (defined by Dijkstra) is kind of signaling solution for handling concurrency data integrity problems that arise in multi-threaded applications. It has a non-negative integer that supports 2 operations: 
- P() [proberen, to test/probe]: atomic operation that waits for semaphore to become > 1, then decrements it by 1 (wait) 
- V() [verhogen, to increment]: an atomic operation that increments the semaphore by 1, waking up any P (signal). The initial semaphore value will determine how many threads can run in the critical section at once.

- What's another name for a mutual exclusion? 
Binary semaphore.

- What is a monitor? 
A lock and zero or more condition variables for managing concurrent access to shared data.

- What should locks and condition variables each be used for? 
locks: mutual exclusion 
condition variables: scheduling constraints

- What is a condition variable? 
A queue of threads waiting for access to something in a critical section.

- What is a special feature of condition variables? 
It allows sleeping inside a critical section by atomically releasing lock at the time we sleep.

- What are the 3 methods on a condition variable? 
wait(&lock), signal(), broadcast(","[Front: What is the priority inversion problem? Back: A thread that is busy-waiting for a lock to be released ends up stealing CPU and getting a higher priority than the thread with the lock. SO since the waiting thread gets higher priority, the thread holding the lock can't complete and release the lock.],
[Front: What is busy-waiting? Back: One or more threads is using a lot of CPU by continuously checking a value, or test&set() checking and writing a value in wiating for a lock to release, thus stealing CPU from the thread holding the lock.],
[Front: What is a semaphore? Back: A semaphore (defined by Dijkstra) is kind of signaling solution for handling concurrency data integrity problems that arise in multi-threaded applications. It has a non-negative integer that supports 2 operations: - P() [proberen, to test/probe] - atomic operation that waits for semaphore to become > 1, then decrements it by 1 (wait) - V() [verhogen, to increment] - an atomic operation that increments the semaphore by 1, waking up any P (signal)  The initial semaphore value will determine how many threads can run in the critical section at once.],
[Front: What's another name for a mutual exclusion? Back: Binary semaphore.],
[Front: What is a monitor? Back: A lock and zero or more condition variables for managing concurrent access to shared data.],
[Front: What should locks and condition variables each be used for? Back: locks - mutual exclusion condition variables - scheduling constraints],
[Front: What is a condition variable? Back: A queue of threads waiting for access to something in a critical section.],
[Front: What is a special feature of condition variables? Back: It allows sleeping inside a critical section by atomically releasing lock at the time we sleep.],
[Front: What are the 3 methods on a condition variable? Back: wait(&lock) signal() - signals the next waiting member broadcast() - signals all waiting members]"
"- Most modern processors use Mesa-scheduling for task scheduling.
- The scheduler tries to accomplish several things:
  - Minimize response time.
  - Maximize throughput.
  - Ensure fairness.
- A drawback of context switching is CPU cache misses when a thread comes back from switching and finds that the CPU cache doesn't have the values it had before.
- The convoy effect refers to short processes getting stuck behind long processes in a FIFO-style ready queue.
- The round-robin scheduling scheme assigns each process a time quantum (q milliseconds) to run. Each process runs for that time slice (or until completion if close to done) and then goes back on the ready queue.
- Pros of the round-robin scheduling scheme include better handling of short jobs and fairness.
- A con of the round-robin scheduling scheme is that long jobs take longer due to the cumulative time spent on context switching.
- Context switching typically takes between 0.1ms to 1ms, resulting in roughly 1% overhead.
- Starvation occurs when low-priority jobs never get run because higher priority jobs are always running.","[Front: What type of scheduling do most modern processors use? Back: Mesa-scheduling.],
[Front: What are some things the scheduler tries to accomplish? Back: - minimize response time - maximize throughput - fairness],
[Front: What is a drawback of context switching? Back: CPU cache misses as thread comes back from switching and finds the CPU cache doesn't have the values it had before.],
[Front: What's the convoy effect? Back: Short processes get stuck behind long processes in a FIFO style ready queue.],
[Front: What is the round robin scheduling scheme? Back: Each process gets a time quantum q milliseconds to run. 10-100ms, the q is tunable. Each process runs for that time slice (or until completion if close to done) and then goes back on the ready queue.],
[Front: What are pros of the round-robin scheduling scheme? Back: - better for short jobs (they fit in the time slice) - fair],
[Front: What is a con of the round-robin scheduling scheme? Back: Long jobs take longer because context-switching time adds up.],
[Front: How long does context switching take? Back: 0.1ms - 1ms It's roughly 1% overhead.],
[Front: What is starvation? Back: When low-priority jobs never get run because there are always higher priority jobs running.]"
"- The scheduler changes a process' priority based on heuristics related to interactivity, locking, burst behavior, and more.
- Methods of avoiding deadlock include not allowing waiting for a resource (which leads to retries), having threads request all necessary resources at the beginning, enforcing a specific order for resource requests to prevent cyclic resource usage, and temporarily expanding resources when a deadlock is detected.
- The banker's algorithm is a deadlock prevention algorithm that dynamically allocates resources and evaluates each request, granting it only if some ordering of threads remains deadlock-free after the request. This is achieved by simulating the request as granted and checking for deadlocks.
- The banker's algorithm can solve the dining lawyers problem by ensuring that when trying to grab a chopstick, it is either not the last chopstick or it is the last chopstick but someone else will have two chopsticks afterward.
- The CPU uses virtual addresses.
- Virtual to physical address translation is performed by the memory management unit (MMU).
- Four conditions are necessary for a deadlock to occur: mutual exclusion, hold and wait, no preemption, and circular wait.
- An IPv4 address is represented by 32 bits.","[Front: How does a process' priority get changed? Back: The scheduler utilizes heuristics on interactivity, locking, burst behavior, etc.],
[Front: What are some methods of avoiding deadlock? Back: - don't allow waiting for a resource (means a lot of retries) - make all threads request everything they'll need at the beginning - force all threads to request resources in a particular order preventing any cyclic uses of resources (so no cycle exists) - temporarily expand resources when a deadlock is detected],
[Front: What is the banker's algorithm for preventing deadlock? Back: - allocate resources dynamically - evaluate each request and grant if some ordering of threads is still deadlock-free afterward - do so by pretending the request was granted, then running a simulation to see if a deadlock would occur],
[Front: How does the banker's algorithm solve the dining lawyers problem? Back: When you try to grab a chopstick, it's either: - not the last chopstick - is last chopstick but someone else will have two afterwards],
[Front: Does the CPU use virtual addresses or physical addresses? Back: Virtual addresses],
[Front: What translates virtual to physical addresses? Back: The MMU - the memory management unit],
[Front: What are the four conditions needed for a deadlock? Back: - mutual exclusion - hold and wait - no preemption - circular wait],
[Front: How many bits represent an IPv4 address? Back: 32]"
"- An IPv6 address is represented by 128 bits.
- Protocols used within the TCP/IP application layer include HTTP, HTTPS, FTP, TFTP, NTP, IRC, Telnet, SMTP, SSH, DNS, SNMP, and POP3.
- NTP stands for Network Time Protocol.
- Protocols in the TCP/IP transport layer include TCP and UDP.
- TCP/IP network layer protocols include IP (Internet Protocol), ICMP (Internet Control Message Protocol), and ARP (Address Resolution Protocol).

Note: Please remember that these notes are generated based on the flashcards provided and may not cover every aspect of the topics. It's always recommended to refer to additional resources for a comprehensive understanding","[Front: How many bits represent an IPv6 address? Back: 128],
[Front: Name some of the protocols used within the TCP/IP application layer. Back: - http - https - ftp - tftp - ntp - irc - telnet - smtp - ssh - dns - snmp - pop3],
[Front: What is NTP? Back: Network time protocol],
[Front: What are some protocols in the TCP/IP transport layer? Back: - TCP - UDP],
[Front: What are some TCP/IP network layer protocols? Back: IP - internet protocol ICMP - internet control message protocol ARP - address resolution protocol]"
"- TCP/IP network access layer protocols:
  - RJ45
  - ISDN
  - Microwave
  - Ethernet
  - Wifi
  - Fiber optics
  - ATM
  - RJ48
  - Copper cables

- PDU (Protocol Data Unit):
  - A generic term used to describe the information at a given layer in the TCP/IP stack.

- PDU for OSI layer 7:
  - The PDU for OSI layer 7, also known as the application layer, is data. The specific type of data depends on the information being exchanged, such as text, encrypted text, or compressed data.

- PDUs for the OSI transport layer:
  - For TCP, the PDU is called a segment.
  - For UDP, the PDU is called a datagram.","[Front: What are some TCP/IP network access layer protocols? Back: - RJ45 - ISDN - Microwave - Ethernet - Wifi - Fiber optics - ATM - RJ48 - Copper cables],
[Front: What is a PDU? Back: Protocol data unit - generic term used to describe the information at a given layer in the TCP/IP stack],
[Front: What is the PDU for OSI layer 7? Back: data, determined by what information is being exchanged: text, encrypted text, compressed data],
[Front: What are the PDUs for the the OSI transport layer? Back: for TCP, it's called a segment for UDP, it's called a datagram]"
"- PDU for TCP/IP internet layer:
  - The PDU for the TCP/IP internet layer is a packet.

- PDUs of the OSI Network Access layer:
  - Data link layer: frames
  - Physical layer: bits

- Ports:
  - DNS: Port 53
  - Telnet: Port 23
  - SSH: Port 22

- Port range for clients:
  - Clients typically use ports in the range 8000-65535.

- Ethernet frame size:
  - An ethernet frame consists of 48 bits, represented as a hexadecimal number.

- MAC (Medium Access Control):
  - MAC stands for medium access control, which is a sublayer in the data link layer.

- Data link layer PDU and addressing:
  - PDU: frame
  - Addressing: physical (MAC) address

- Devices at the data link layer:
  - Bridges and switches (multi-port bridge) are devices at the data link layer. They inspect frames and forward them based on their destination.","[Front: What is the PDU for the TCP/IP internet layer? Back: packet],
[Front: What are the 2 PDUs of the OSI Network Access layer? Back: data link layer: frames physical layer: bits],
[Front: What is the port for DNS? Back: 53],
[Front: What is the port for telnet? Back: 23],
[Front: What is the port for ssh? Back: 22],
[Front: What is the port range for clients? Back: 8000-65535],
[Front: How many bits are in an ethernet frame? Back: 48 bits, represented as a hexadecimal number.],
[Front: What does MAC stand for? Back: medium access control, a sublayer in the data link layer.],
[Front: What is the PDU and the addressing at the data link layer? Back: PDU: frame Addressing: physical (MAC) address],
[Front: What devices are at the data link layer? Back: Bridges, switches (multi-port bridge). They inspect frames and forward or not.]"
"- Devices at the Internet/Network layer:
  - Routers and Layer 3 switches (which can function as either a switch or a router) are devices at the Internet/Network layer.

- Internet/Network layer PDU and addressing:
  - PDU: packet
  - Addressing: IP address

- Transport layer PDU and addressing:
  - PDU: segment
  - Addressing: ports

Note: The written notes for each set have been provided as requested. Please let me know how you would like to proceed with the payment","[Front: What devices are at the Internet/Network layer? Back: Routers Layer 3 switches: can be a switch or a router],
[Front: What is the PDU and the addressing at the Internet/Network layer? Back: PDU: packet Addressing IP address],
[Front: What is the PDU and the addressing at the Transport layer? Back: PDU: segment addressing: ports]"
"- What devices are at the Transport layer?
    - Firewalls

- What is a socket in HTTP?
    - The combination of an IP address and a port.","[Front: What devices are at the Transport layer? Back: Firewalls],
[Front: What is a socket in HTTP? Back: The combination of an IP address and a port.]"
"- What is involved in the 3 way handshake (TCP)?
    - SYN=1 - synchronize, gives a Seq number and expects that number + 1 in response
    - ACK=1 - sent by acknowledging server with incremented number, who also sends a SYN=1 and a Seq SYN=0 ACK=1 and the Seq (incremented number) back to the server
    - Now you're talking!

- Does Kerberos use symmetric or asymmetric encryption?
    - Symmetric. It tracks all principals and their keys in its KDC table.

- What are the 7 layers of the OSI model?
    - Application
    - Presentation
    - Session
    - Transport
    - Network
    - Data link
    - Physical

- What are the 4 layers of TCP/IP?
    - Application (application, presentation, session in OSI)
    - Transport
    - Internet (network in OSI)
    - Network access (data link & physical in OSI)","[Front: What is involved in the 3 way handshake (TCP)? Back: SYN=1 - synchronize, gives a Seq number and expects that number + 1 in response ACK=1 - sent by acknowledging server with incremented number, who also sends a SYN=1 and a Seq SYN=0 ACK=1 and the Seq (incremented number) back to the server  Now you're talking!],
[Front: Does Kerberos use symmetric or asymmetric encryption? Back: Symmetric. It tracks all principals and their keys in its KDC table.],
[Front: What are the 7 layers of the OSI model? Back: - application - presentation - session - transport - network - data link - physical],
[Front: What are the 4 layers of TCP/IP? Back: - application (application, presentation, session in OSI) - transport - internet (network in OSI) - network access (data link & physical in OSI)]"
"- How is an SSL certificate generated by the certificate authority (CA)?
    - The common name and public key for a given domain name, signed by the certificate authority's secret key. The browser can verify the cert with CA's public key.

- What is the secure flag on a cookie?
    - When set on a cookie, it will only be sent on https requests. When not set, the cookie will be sent on both http and https requests.

- When does a Python multi-threaded program terminate?
    - The entire Python program exits when no alive non-daemon threads are left.

- In Python, if a thread is set to daemon, what happens when the thread sleeps?
    - If the Python program reaches its end, the thread will be killed even if it's sleeping.

- If a thread is a daemon, what happens when you do a join()?
    - The main thread will wait for it.

- What does WebRTC stand for?
    - Web Real-Time Communication

- Give an example of the thread-per-connection pattern.
    - A web server might spawn a thread per connection, then reuse that thread once the connection ends, or terminate the thread.

- Give an example of the thread pool model.
    - A pool of threads can be maintained in order to quickly provide one as a resource for a database connection.

- Fibonacci in Python
    ```python
    def fib(n):
        a, b = 1, 1
        for i in range(1, n):
            a, b = b, a + b
        return a
    ```

- What is contained in a packet?
    - Source IP
    - Destination IP
    - Data
    - Some portion of the final payloa","[Front: How is an SSL certificate generated by the certificate authority (CA)? Back: The common name and public key for a given domain name, signed by the certificate authority's secret key. The browser can verify the cert with CA's public key.],
[Front: What is the secure flag on a cookie? Back: When set on a cookie, it will only be sent on https requests. When not set, cookie will be sent on both http and https requests.],
[Front: When does a Python multi-threaded program terminate? Back: The entire Python program exits when no alive non-daemon threads are left.],
[Front: In Python, if a thread is set to daemon, what happens when the thread sleeps? Back: If the Python program reaches its end, the thread will be killed even if it's sleeping.],
[Front: If a thread is a daemon, what happens when you do a join()? Back: The main thread will wait for it.],
[Front: What does WebRTC stand for? Back: Web Real-Time Communication],
[Front: Give an example of the thread-per-connection pattern. Back: A web server might spawn a thread per connection, then reuse that thread once the connection ends, or terminate the thread.],
[Front: Give an example of the thread pool model. Back: A pool of threads can be maintained in order to quickly provide one as a resource for a database connection.],
[Front: Fibonacci in Python Back: def fib(n):     a, b = 1, 1     for i in range(1, n):         a, b = b, a + b      return a],
[Front: What is contained in a packet? Back: - source IP - destination IP - data - some portion of the final payload]"
"- What is TLS? 
  - Answer: The successor to SSL. All of SSL's versions have been deprecated due to security issues.
- What is the purpose of the transport layer? 
  - Answer: To allow multiple applications to use one network connection simultaneously.","[Front: What is TLS? Back: The successor to SSL. All of SSL's versions have been deprecated due to security issues.],
[Front: What is the purpose of the transport layer? Back: To allow multiple applications to use one network connection simultaneously.]"
"- What is DNS spoofing? 
  - Answer: A DNS server is compromised and returns incorrect IP addresses for some domains.
- What does TCP stand for? 
  - Answer: Transmission Control Protocol.","[Front: What is DNS spoofing? Back: A DNS server is compromised and returns incorrect IP addresses for a some domains.],
[Front: What does TCP stand for? Back: Transmission Control Protocol]"
"- What is special about TCP? 
  - Answer: It manages the sending and receiving of packet data. It acknowledges the receipt of packets. If packets are missing, the source will resend the missing packets.
- What is HTTP? 
  - Answer: The protocol for client-server communication.
- What does UDP stand for? 
  - Answer: User Datagram Protocol.
- What is the size of a UDP header? 
  - Answer: 8 bytes.
- What is the size of a TCP header? 
  - Answer: 20 bytes.
- What does ICMP stand for? 
  - Answer: Internet Control Messaging Protocol.

(Note: The written notes have been successfully generated for each set. Please let me know if you need any further assistance.","[Front: What is special about TCP? Back: It manages the sending and receiving of packet data. It acknowledges receipt of packets. If packets are missing, the source will resend the missing packets.],
[Front: What is HTTP? Back: The protocol for client-server communication.],
[Front: What does UDP stand for? Back: User Datagram Protocol.],
[Front: What is the size of a UDP header? Back: 8 bytes],
[Front: What is the size of a TCP header? Back: 20 bytes],
[Front: What does ICMP stand for? Back: Internet Control Messaging Protocol]"
"1. What does ICMP allow you to do?
   - ICMP allows devices to communicate and send errors. It can be used to ping and determine if a device is on the network.

2. What does SNMP stand for?
   - SNMP stands for Simple Network Management Protocol.

3. What does SNMP do?
   - SNMP gathers information from machines on the network when each device has an SNMP agent installed. It can send a large amount of information about machines, including software installed and machine configuration.

4. Do you need to establish a connection before sending data via UDP?
   - No, UDP is a connectionless protocol, so a connection does not need to be established before sending data.","[Front: What does ICMP allow you to do? Back: Allows devices to communicate and send errors. Can echo to see if a device is on the network.],
[Front: What does SNMP stand for? Back: Simple Network Management Protocol.],
[Front: What does SNMP do? Back: Gathers info from machines on the network when each box has an SNMP agent installed. Can send a large amount of info about machines, software installed, and machine configuration.],
[Front: Do you need to establish a connection before sending data via UDP? Back: No, it's connectionless.]"
"1. Tell me about the checksum in a UDP packet.
   - The checksum in a UDP packet is a 16-bit field used for error detection. It is only mandatory in IPv6.

2. How many times are packets sent in UDP?
   - In UDP, packets are sent only once. There is no retransmission if a packet is dropped.

3. What is special about UDP?
   - UDP is a connectionless protocol, meaning it does not establish a connection before sending data. It does not guarantee packet delivery, so packets may not arrive in the right order, and there is no mechanism to fix this on the receiving end. UDP also lacks congestion control.

4. What's special about TCP?
   - TCP (Transmission Control Protocol) performs a 3-way handshake before data is sent. It guarantees reliable delivery by acknowledging received data and re-requesting missing packets within a certain time window. TCP also ensures packets are put in the correct order upon receipt and includes congestion control mechanisms. Additionally, TCP mandates error detection and a checksum for both IPv4 and IPv6.","[Front: Tell me about the checksum in a UDP packet. Back: It's a 16-bit checksum. It's only mandatory on IPv6],
[Front: How many times are packets sent in UDP? Back: Once.],
[Front: What is special about UDP? Back: It's connectionless, packets are only sent once and not re-sent if dropped. Packets may not arrive in the right order, and there is no ordering mechanism to fix on the receiving end. No congestion control.],
[Front: What's special about TCP? Back: It does a 3-way handshake before data is sent. Delivery is acknowledged by receiver. Packets missing within a certain time window are re-requested. Packets are put in order on receipt. Congestion control: can delay delivery until network is uncongested. IPv4 and IPv6: error detection, checksum mandatory.],
[Front: What does OSI stand for? Back: Open Systems Interconnect],
[Front: Why was OSI created? Back: To solve the interoperability problem of having multiple heterogeneous networks.],
[Front: Is OSI just a model? Back: Yes.]"
"1. What network protocol won the networking wars?
   - TCP/IP, based on the OSI model, emerged as the dominant network protocol.

2. What happens at the Application level of the OSI model?
   - At the Application layer, applications reside and handle data in various formats.

3. What happens in the Session layer of the OSI model?
   - The Session layer deals with the configuration of data, including encryption, compression, and translation to and from different character encodings.

4. What happens at the Presentation layer of the OSI model?
   - The Presentation layer controls the communication's access through login rights, permissions, rights, and roles.

5. What happens at the Transport layer of the OSI model?
   - The Transport layer guarantees end-to-end delivery of data. It handles packet ordering, error detection, and acknowledgements","[Front: What network protocol won the networking wars? Back: TCP/IP, based on the OSI model.],
[Front: What happens at the Application level of the OSI model? Back: This is where applications live and they handle data in many forms.],
[Front: What happens in the Session layer of the OSI model? Back: This layer handles configuration of the data: - encryption - compression - translation to and from different character encodings],
[Front: What happens at the Session layer of the OSI model? Back: This layer controls the communication's access via: - login rights - permissions - rights - roles],
[Front: What happens at the Transport layer of the OSI model? Back: This layer guarantees end-to-end delivery of data: - packet ordering - error detection - acknowledgements]"
"1. Network layer of the OSI model:
- Finds the shortest path through the network to the destination network.
- Deals with congestion, bandwidth, etc.

2. Data Link layer of the OSI model:
- Decides whose turn it is to talk on the network using bus arbitration methods.
- Finds the physical device on the network.

3. Physical layer of the OSI model:
- Deals with the physical transmission of electricity through wire.
- Involves cables, voltages, frequencies, connectors, bits, transfer rates, and much more.

4. How does HTTP/2 save bandwidth?
- Headers are compressed and do not need to send the same headers in a session if they haven't changed.
- Servers can send assets referenced in a document without waiting for discrete requests for them.","[Front: What happens at the Network layer of the OSI model? Back: This layer's function is to find the shortest path through the network to the destination network. Deals with congestion, bandwidth, etc.],
[Front: What happens at the Data Link layer of the OSI model? Back: It decides whose turn it is to talk on the network using bus arbitration methods. It finds the physical device on the network.],
[Front: What happens at the Physical layer of the OSI model? Back: It's the physical network that deals with the physical transmission of electricity through wire: - cables - voltages - frequencies - connectors - bits - transfer rates - and much more],
[Front: How does HTTP/2 save bandwidth? Back: Headers are compressed and do not need to send the same headers in a session if they haven't changed. Servers can send assets referenced in a document without waiting for discrete requests for them.]"
"1. How does HTTP/2 improve cache breaking?
- A server can send updated assets using server push when it recognizes a file has changed.

2. What is the stream parallelism in HTTP/2?
- It's fully multiplexed, so it can use 100-1000 streams in a connection.

3. Is HTTP/2 binary or textual?
- HTTP/2 is a binary protocol.

4. How are headers and body treated differently in HTTP/2?
- They are split into a header frame and a data frame.
- Multiple requests can be interleaved in a connection, so a request doesn't block.

5. What is priority in HTTP/2?
- Different assets can have different priority so that below the fold content can arrive later.

6. Range of the first octet on a Class A network:
- 1-126 (excluding 0 and 127).

7. Number of network IDs on a Class A network:
- 2^7 = 128 (First bit is 0, bits 1-7 are network IDs).

8. Number of host IDs supported on a Class A network:
- 2^24 = 16 million (8 bits for the network ID, remaining 24 bits for host IDs).

9. Range of the first octet on a Class B network:
- 128-191.","[Front: How does HTTP/2 improve cache breaking? Back: A server can send updated assets using server push when it recognizes a file has changed.],
[Front: What is the stream parallelism in HTTP/2? Back: It's fully multiplexed, so it can use 100-1000 streams in a connection.],
[Front: Is HTTP/2 binary or textual? Back: HTTP/2 is a binary protocol.],
[Front: How are headers and body treated differently in HTTP/2? Back: They are split into a header frame and a data frame. Multiple requests can be interleaved in a connection, so a request doesn't block.],
[Front: What is priority in HTTP/2? Back: Different assets can have different priority so that below the fold content can arrive later.],
[Front: What is the range of the first octet on a Class A network? Back: 1-126. We don't use 0 or 127.],
[Front: How many network IDs are there on a Class A network? Back: 2^7 = 128 First bit is 0, bits 1-7 are network IDs],
[Front: How many host IDs are supported on a Class A network? Back: 2^24 = 16 million There are 8 bits for the network ID, and the remaining 24 bits are for host IDs. So there are 16 million per network.],
[Front: What is the range of the first octet on a Class B network? Back: 128 - 191]"
"1. Number of network IDs supported on a Class B network:
- 2^14 = 16,384 (First 2 bits are 10, bits 3-16 are network IDs).

2. Number of host IDs supported on a Class B network:
- 2^16 = 65,536 (65,536 per network).

3. Range of the first octet on a Class C network:
- 192-223.

4. Number of network IDs supported on a Class C network:
- 2^21 = 2 million (First 3 bits are 110, bits 4-24 are network IDs).

5. Number of host IDs supported on a Class C network:
- 2^8 = 256 (256 hosts per network).

6. Class D network reserved for:
- Multicasting.

7. Unicasting:
- Sending a packet from one host to another.

8. Network ID ends in:
- 0.

9. Broadcast ID ends in:
- 255","[Front: How many network IDs are supported on a Class B network? Back: 2^14 = 16,384 First 2 bits are 10, bits 3-16 are network IDs],
[Front: How many host IDs are supported on a Class B network? Back: 2^16 = 65,536 So there are 65,536 per network],
[Front: What is the range of the first octet on a Class C network? Back: 192-223],
[Front: How many network IDs are supported on a Class C network? Back: 2^21 = 2 million First 3 bits are 110, bits 4-24 are network IDs],
[Front: How many host IDs are supported on a Class C network? Back: 2^8 = 256 There are 256 hosts per network],
[Front: What is a class D network reserved for? Back: Multicasting],
[Front: What is unicasting? Back: Sending a packet from one host to another.],
[Front: What does a network ID end in? Back: 0],
[Front: What does a broadcast ID end in? Back: 255]"
"1. Who does a broadcast address of 255.255.255.255 send to?
   - All hosts within the network.
   
2. What is a directed broadcast?
   - It's a broadcast to all hosts within another network.
   
3. What is a limited broadcast address?
   - The limited broadcast address is the address formed by setting all 32 bits of the IP address to 1 (255.255.255.255). The limited broadcast address is used when an IP node must perform a one-to-everyone delivery on the local network but the network ID is unknown.
   
4. Why should you make networks as small as possible?
   - For security, maintenance, and management reasons.
   
5. How do you divide a network?
   - By subnetting.
   
6. What does a /27 CIDR mean?
   - The first 27 bits are masked with 1s. The remaining 5 bits are reachable in the subnet.
   
7. What does a /24 CIDR mean?
   - The first 24 bits of the IP address are masked. Only hosts with addresses in the unmasked portion are reachable.
   
8. What is a block cipher?
   - A block cipher is a method of encrypting text (to produce ciphertext) in which a cryptographic key and algorithm are applied to a block of data (for example, 64 contiguous bits) at once as a group rather than to one bit at a time.","[Front: Who does a broadcast address of 255.255.255.255 send to? Back: All hosts within the network.],
[Front: What is a directed broadcast? Back: It's a broadcast to all hosts within another network.],
[Front: What is a limited broadcast address? Back: The limited broadcast address is the address formed by setting all 32 bits of the IP address to 1 (255.255.255.255). The limited broadcast address is used when an IP node must perform a one-to-everyone delivery on the local network but the network ID is unknown.],
[Front: What should you make networks as small as possible? Back: For: - security - maintenance - management],
[Front: How you divide a network? Back: By subnetting.],
[Front: What does a /27 CIDR mean? Back: The first 27 bits are masked with 1s. The remaining 5 bits are reachable in the subnet.],
[Front: What does a /24 CIDR mean? Back: The first 24 bits of the IP address are masked. Only hosts with addresses in the unmasked portion are reachable.],
[Front: What is a block cipher? Back: A block cipher is a method of encrypting text (to produce ciphertext) in which a cryptographic key and algorithm are applied to a block of data (for example, 64 contiguous bits) at once as a group rather than to one bit at a time.]"
"1. What is QUIC?
   - QUIC is a new transport which reduces latency compared to that of TCP. On the surface, QUIC is very similar to TCP+TLS+HTTP/2 implemented on UDP.
   
2. What is Capsicum?
   - Capsicum is a sandboxing framework that adds capability-based security to unix-like kernels and denies access to global namespaces.
   
3. What is a global namespace in unixy terms?
   - Global namespace refers to aspects of a system that can be accessed from anywhere, such as file paths, networks, and process identifiers (PIDs).
   
4. What is Google Native Client?
   - Also known as NaCl, Native Client is a sandbox for running compiled C and C++ code in the browser efficiently and securely, independent of the user’s operating system.
   
5. What are web sockets?
   - Web sockets enable full-duplex communication between client and server.
   
6. What is the same-origin policy?
   - The same-origin policy is a security strategy that ensures two websites cannot tamper with each other. Each resource is assigned an origin, and JavaScript can only access resources from its own origin. An origin is defined by the scheme, hostname, and port.
   
7. How can two origins communicate?
   - Window.postMessage in HTML5 allows for sending data messages between two windows/frames across domains.
   
8. What is JIT compilation?
   - JIT compilation, also known as dynamic translation, is compilation done at runtime rather than ahead of time. It enables improved performance by compiling code just before it is executed.
   
9. What is PyPy?
   - PyPy is a replacement for CPython that is built using the RPython language. RPython is a subset of Python that can be translated to C. PyPy is known for its speed due to JIT compilation and supports most of the core language and commonly used standard library modules.
   
10. What does SMT stand for?
    - SMT stands for Satisfiability Modulo Theories.","[Front: What is QUIC? Back: QUIC is a new transport which reduces latency compared to that of TCP. On the surface, QUIC is very similar to TCP+TLS+HTTP/2 implemented on UDP.],
[Front: What is Capsicum? Back: A sandboxing framework that adds capability-based security to unix-like kernels and denies access to global namespaces.],
[Front: What is a global namespace in unixy terms? Back: aspects of a system that can be accessed from anywhere: - file paths - networks - PIDs],
[Front: What is Google Native Client? Back: Also called NaCl, Native Client is a sandbox for running compiled C and C++ code in the browser efficiently and securely, independent of the user’s operating system.],
[Front: What are web sockets? Back: Full-duplex communication between client and server.],
[Front: What is the same-origin policy? Back: Goal: Two websites should not be able to tamper with each other. Strategy: each resource is assigned an origin. JS can only access resources from its own origin. Origin: scheme + hostname + port],
[Front: How can 2 origins (let's say 2 frames) communicate? Back: window.postMessage (HTML5) allows for sending data messages between two windows/frames across domains.],
[Front: What is JIT compilation? Back: JIT compilation, also known as dynamic translation, is compilation done at run-time rather than ahead of time (AOT).],
[Front: What is PyPy? Back: PyPy is a replacement for CPython. It is built using the RPython language that was co-developed with it. RPython is a subset of Python and can be translated to C. The main reason to use it instead of CPython is speed: it runs generally faster due to JIT compilation. PyPy implements Python 2.7.10. It supports all of the core language, passing the Python test suite (with minor modifications that were already accepted in the main python in newer versions). It supports most of the commonly used Python standard library modules.],
[Front: What does SMT stand for? Back: Satisfiability modulo theories.]"
"1. What is an SMT solver?
   - An SMT solver is a tool that solves large interconnected logic formulas to determine if a given formula can be satisfied. These solvers are useful for determining program outcomes or inputs using symbolic execution.
   
2. How do we find a condition that will cause a program to have a predicted outcome?
   - By using an SAT solver and an SMT solver in a feedback loop. The SAT solver, using logic tests, tells the SMT solver where it went wrong, and they work together to find a condition that leads to the predicted outcome.
   
3. What is transactional memory?
   - Transactional memory is a concurrency control mechanism that attempts to simplify concurrent programming. It allows a group of load and store instructions to execute atomically, similar to how database transactions control access to shared memory in concurrent computing.
   
4. What is software transactional memory?
   - Software transactional memory provides transactional memory semantics in a software runtime library or programming language, usually with minimal hardware support. Software implementations often come with a performance penalty compared to hardware solutions, but they offer increased portability and flexibility","[Front: What is an SMT solver? Back: A satisfiability modulo theories solver solves for large interconnected logic formulas to determine if a given formula can be satisfied. These are helpful for determining the outcome or inputs for a program using symbolic execution.],
[Front: How do we find that a condition exists that will cause a program to have a predicted outcome? Back: Using an SAT solver (using logic tests) and an SMT solver (that plugs in numbers), and tells the SAT solver where it got it wrong. They provide feedback in a cycle to each other until a condition can be found.],
[Front: What is  transactional memory? Back: Transactional memory attempts to simplify concurrent programming by allowing a group of load and store instructions to execute in an atomic way. It is a concurrency control mechanism analogous to database transactions for controlling access to shared memory in concurrent computing.],
[Front: What is software transactional memory? Back: Software transactional memory provides transactional memory semantics in a software runtime library or the programming language, and requires minimal hardware support (typically an atomic compare and swap operation, or equivalent). As the downside, software implementations usually come with a performance penalty, when compared to hardware solutions.]"
